adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords,crew,characters,actors
False,"{'id': 135468, 'name': 'G.I. Joe (Live-Action) Collection', 'poster_path': '/8ykKDU3FisEFtCpPZloB1jqcAIn.jpg', 'backdrop_path': '/m3ip0ci0TnX0ATUxpweqElYCeq4.jpg'}",175000000,"Adventure, Action, Thriller, Science Fiction",http://www.gijoemovie.com/,14869,tt1046173,en,G.I. Joe: The Rise of Cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",11.787058,/29eW5c5DaCFQejdt9V14RrA51yD.jpg,"Paramount Pictures, Spyglass Entertainment, Di Bonaventura Pictures, Hasbro, Kontsept Film Company","Czech Republic, United States of America",2009-08-04,302469017.0,118.0,"English, Français, ",Released,"When all else fails, they don't.",G.I. Joe: The Rise of Cobra,False,5.6,1988.0,"terrorist, secret, hostage, technology, laser, warhead, government, president, revenge, murder, attack, explosion, scientist, evil, cobra","Alan Silvestri, Stuart Beattie, Ronna Kress, Ellen Mirojnick, Ed Verreaux, Anne Seibel, Kevin Ishioka, Lorenzo di Bonaventura, Stephen Sommers, Bob Ducsay, Brad Ricker, Greg Papalia, Brian Goldner, Mitchell Amundsen, Randy Moore, Nancy Bishop, Chad S. Frey, Kate J. Sullivan, David Elliot, Paul Lovett, Dottie Starling, Jakub Dvorak, Jeremy Stewart","General Hawk, Duke, Ripcord, Ana Lewis / Baroness, The Doctor / Rex, Breaker, McCullen / Destro, Heavy Duty, Storm Shadow, Scarlet, Snake Eyes, Zartan, Doctor Mindbender, Baron de Cobray, U.S. President, Young Snake Eyes, Young Storm Shadow, Hard Master, Cover Girl, James McCullen - 1641, Sgt. Stone, Apache Navigator, Dr. Hundtkinder","Dennis Quaid, Channing Tatum, Marlon Wayans, Sienna Miller, Joseph Gordon-Levitt, Saïd Taghmaoui, Christopher Eccleston, Adewale Akinnuoye-Agbaje, Lee Byung-hun, Rachel Nichols, Ray Park, Arnold Vosloo, Kevin J. O'Connor, Grégory Fitoussi, Jonathan Pryce, Leo Howard, Brandon Soo Hoo, Gerald Okamura, Karolina Kurkova, David Murray, Brendan Fraser, Frederic Doss, Peter Breitmayer"
False,"{'id': 221622, 'name': '12 Rounds Collection', 'poster_path': '/l1TBw4KOSWAxYM3RwRFFGq8VG69.jpg', 'backdrop_path': '/cPNJRFgk1EtdqUAOSZ5gPigj741.jpg'}",20000000,"Action, Adventure, Drama, Thriller",http://www.12rounds-movie.com/,17134,tt1160368,en,12 Rounds,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",13.591485,/i36NEi5TSYSxmu6dO0K1cAWxjGx.jpg,"The Mark Gordon Company, Fox Atomic, 20th Century Fox Home Entertainment, WWE Studios, Midnight Sun Pictures",United States of America,2009-03-19,17280326.0,108.0,"Český, English",Released,Survive all 12,12 Rounds,False,5.7,223.0,"police, cops, cat and mouse, family, revenge drama","John Papsidera, Trevor Rabin, Brian Berdan, Mark Gordon, Renny Harlin, Nicholas Lundy, Jill Newell, Becki Cross Trujillo, David Boyd, Leonard R. Spears, Daniel Kunka, Michael Lake, Josh McLaughlin, Stacy Kelly, Jerry M. Jacob, Teresa Carriker-Thayer, Ann Walters, Steven Ritzi, Elizabeth Coulon, Gregory H. Watkins, Denise Templeton, David Keith Broome, Tim LeBlanc, Christopher S. Aud, Christopher S. Aud, Vinny Mazzarella, Chuck Stringer, Pat A. O'Connor, Karyn Foster, David Werntz, Jeff Brink, George Macri, Ray McIntyre Jr., Patti Perret, Kenny Rivenbark, Francis James, Sean Finnegan, Allison Bauserman, Loretta Harper, Malikka Coston, Robb Boyd, Danny Mortenson, Shane B. Scott, David Ross McCarty","Det. Danny Fisher, Miles Jackson, Molly Porter, Special Agent George Aiken, Det. Hank Carver, Special Agent Ray Santiago, Erica Kessen, Dave Fisher, Willie Dumaine, Anthony Deluso, Samuel, FBI Agent Gator, FBI Agent Sheila, Technician, Phil the Plumber, Cell Store Owner, Battallion Commander, Peter Gerard, Detective Chuck Jansen, Camouflaged Agent, Streetcar Conductor, Johnny Jenkins, Sleeping Streetcar Passenger, Streetcar Kid, Elderly Man, BEP Employee, Officer Phelps, Ferry Patrolman, FBI Agent, Pedestrian, Sharpshooter, Nurse, Jesse Lou Mackie, Medic, Hot Tub Man / Hotel Employee, Hot Tub Woman, Shortie the Pug, Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice), Additional Voices (voice)","John Cena, Aidan Gillen, Ashley Scott, Steve Harris, Brian J. White, Gonzalo Menendez, Taylor Cole, Kyle Russell Clements, Peter 'Navy' Tuiasosopo, Travis Davis, Nick Gomez, Brian Stanton, Rosalind Rubin, Billy Slaughter, Kim Collins, Lara Grice, Wayne Ferrara, Douglas M. Griffin, Vincent Flood, Robert Pralgo, Wally Crowder, Luke Albright, Bryan Johnson, Luukas Harlin, John Wilmot, Louis Herthum, David Frye, Bill Martin Williams, J. Omar Castro, Brandi Coleman, Roy Huang, Mikki Val, Jada K. Cox, Pauline Boudreaux, Hunter Burke, Danie Coleman, George, Kimberly Bailey, Doug Burch, Cathy Cavadini, John DeMita, Tanya Vidal Dublin, Judi M. Durand, Greg Finley, Jeff Fischer, Peggy Flood, Barbara Harris, Amad Jackson, Terence Mathews, Daniel Mora, Levi Nuñez, Jason Pace, Richard Penn, Paige Pollack, Michael Ralph, David J. Randolph, Noreen Reardon, Vernon Scott, Cheryl Tyre Smith, Joel Swetow, Ruth Zalduondo"
False,"{'id': 210303, 'name': 'Rebuild of Evangelion', 'poster_path': '/9PYc1kLfWTjIWNgFcEpqSOn8MU3.jpg', 'backdrop_path': '/7XNGejHMPhWpniAmXmDUslXXcwC.jpg'}",0,"Animation, Science Fiction, Action, Drama",http://www.evangelion.co.jp/,15137,tt0923811,ja,ヱヴァンゲリヲン新劇場版：序,"After the Second Impact, Tokyo-3 is being attacked by giant creatures called Angels that seek to eradicate humankind. The child Shinji's objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX's famous 1996 anime series.  The film was retitled ""Evangelion: 1.01"" for its DVD release and ""Evangelion: 1.11"" for release on Blu-Ray (with additional scenes).",6.592907,/12hS3pC0dG31JteNj56NscKDX9A.jpg,Studio Khara,Japan,2007-09-01,223839.0,97.0,日本語,Released,,Evangelion: 1.0: You Are (Not) Alone,False,7.4,132.0,father son relationship,"Shirô Sagisu, Hiroshi Kato, Hiroshi Okuda, Hideaki Anno, Hideaki Anno, Kazuya Tsurumaki, Masayuki, Toshimichi Ohtsuki, Tatsuya Kushida, Shôichi Masuo, Toru Noguchi, Kim Eun-young","Shinji Ikari, Rei Ayanami, Misato Katsuragi, Ritsuko Akagi, Gendo Ikari","Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuriko Yamaguchi, Fumihiko Tachiki"
False,"{'id': 190135, 'name': 'Love Hina Collection', 'poster_path': '/U80lKUQt80eQPwOpKoHKcNHbpj.jpg', 'backdrop_path': '/4JAfHEwcc2FlOmACQ7Xc9OPv5fV.jpg'}",0,"Animation, Comedy, Romance",http://www.tv-tokyo.co.jp/anime/lovehina/,37047,tt0414243,ja,ラブひな クリスマススペシャル ～サイレント・イヴ～,"As another round of preliminary tests approach for Keitaro, so does Christmas. And as the first Christmas of the millennium, there is a rumor that if one confesses his love on this special eve it will come true. Keitaro has decided what he needs to do on this Christmas eve. But being a re-taker, can he afford taking attention away from the tests on the same day?",0.337904,/1xudZEUwvatjItfEdQK0VXVOIh8.jpg,"TV Tokyo, Xebec",Japan,2000-12-24,0.0,46.0,日本語,Released,"If you make a wish on Christmas Eve, will it come true?",Love Hina Christmas Special: Silent Eve,False,5.5,6.0,"holiday, romantic comedy, romance, comedy, animation, christmas",Yoshiaki Iwasaki,"Naru Narusegawa, Keitaro Urashima, Mitsune Konno, Shinobu Maehara, Haruka Urashima, Kaolla Su, Mutsumi Otohime, Sarah MacDougal, Motoko Aoyama, Himself","Yui Horie, Yūji Ueda, Junko Noda, Masayo Kurata, Megumi Hayashibara, Reiko Takagi, Satsuki Yukino, Yumiko Kobayashi, Yuu Asakawa, Ken Akamatsu"
False,"{'id': 158643, 'name': 'Laid to Rest Collection', 'poster_path': '/eTnthUmtYDu4zesAiV5IJ4DC7ho.jpg', 'backdrop_path': '/98ZbVFKJJyQ0UCRaUDtbUWx5Dx1.jpg'}",0,"Thriller, Horror",http://www.laidtorestmovie.com/,17618,tt1228933,en,Laid to Rest,A terrifying story of a young girl who wakes up in a casket with a traumatic head injury and no memory of her identity. She quickly realizes she was abducted by a Deranged Serial Murderer and in an isolated rural town she must survive the night and outsmart the technologically inclined killer who is hellbent on finishing what he started.,2.627695,/6JhOu2G3YdlNJlZcppEOCjL7Mmq.jpg,Dry County Films,United States of America,2009-04-02,0.0,90.0,English,Released,,Laid to Rest,False,5.2,48.0,"psychopathic killer, slaughter","Monika Mikkelsen, Sarah Trost, Robert Hall, Bobbi Sue Luther, Kevin Bocarde, Robert Hall, Robert Hall, Scott Winig","The Girl, Tucker, Cindy, Steven, Mr. Jones, Johnny, Tommy, Chromeskull, Jamie, Young Store Clerk, Anthony, Bound Girl","Bobbi Sue Luther, Kevin Gage, Lena Headey, Sean Whalen, Richard Lynch, Johnathon Schaech, Thomas Dekker, Nick Principe, Jana Kramer, Lucas Till, Anthony Fitzgerald, Seri DeYoung"
False,"{'id': 8864, 'name': 'Final Destination Collection', 'poster_path': '/mZUyhsfIthTl5rfdeSox702Ircr.jpg', 'backdrop_path': '/y3aWOInifbGKXM34KjtcMITrZRZ.jpg'}",40000000,"Horror, Mystery",http://www.TheFinalDestinationMovie.com/,19912,tt1144884,en,The Final Destination,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",8.805723,/5vxXrr1MqGsT4NNeRITpfDnl4Rq.jpg,"New Line Cinema, Practical Pictures, Parallel Zide",United States of America,2009-08-26,186167139.0,82.0,English,Released,Rest In Pieces,The Final Destination,False,5.4,851.0,"car race, dying and death, plan, stock-car-race, car crash, premonition, gore, vision","David R. Ellis, Mark Stevens, Brian Tyler, David Rapaport, Robin Mathews, Eric Bress, Craig Perry, Warren Zide, Glen MacPherson, Lindsey Hayes Kroeger, Jeffrey Reddick, Gregory Nicotero, Raymond Pumilia, Howard Berger, Jaymes Hinkle, Samantha M. Capps, Amy Wood, Scott Plauche, Claire Breaux, Lee Grimes, Marcos Gonzales, Andrea Young, Remi Savva, John Tegethoff, Paul Anthony Morris, Jane Hassinger, Krystal Kershaw, Christine Wostak","Nick O'Bannon, Lori Milligan, Hunt Wynorski, Janet Cunningham, Samantha Lane, Mechanic, Racist, Mechanic's Girlfriend, Racist's Wife, Cowboy, George Lanter, Nurse, Theater Manager, Anchorman, MILF's Husband, Greensman, Cheyenne, Dee Dee, Grandstate Manager, Kid #1, Kid #2, Homeless Man, Girl on Top","Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb, Krista Allen, Andrew Fiscella, Justin Welborn, Stephanie Honoré, Lara Grice, Jackson Walker, Mykelti Williamson, Jedda Jones, Trey Burvant, Eric Paulsen, Phil Austin, Chris Fry, Tina Parker, Cecile Monteyne, Dane Rhodes, William Aguillard, Brendan Aguillard, Harold Evans, Gabrielle Chapin"
False,"{'id': 177467, 'name': 'Cloudy with a Chance of Meatballs Collection', 'poster_path': '/pRAzOs9cZN8LlhaCKo6LQ0bSfyi.jpg', 'backdrop_path': '/eANL41F9Zp1xHMD6VnHnD3QS7ui.jpg'}",100000000,"Animation, Comedy, Family",http://www.cloudywithachanceofmeatballs.com/,22794,tt0844471,en,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",11.665693,/75QV0rNm6QHpMnpIGrZK0ev08rH.jpg,"Columbia Pictures, Sony Pictures Animation",United States of America,2009-09-17,242988466.0,90.0,English,Released,Prepare to get served.,Cloudy with a Chance of Meatballs,False,6.5,1799.0,"weather, food, science","Mark Mothersbaugh, Mary Hidalgo, Chris Juen, Pam Marsden, Phil Lord, Phil Lord, Judi Barrett, Ron Barrett, Christopher Miller, Christopher Miller, Rob Greenberg, Yair Landau, Michael Kurinsky, Robert Fisher Jr., Justin Thompson, Lydia Bottegoni, Mary Ellen Bauder, Carey Yost, Simon Rodgers, Arun Ram-Mohan, James Baker","Flint Lockwood (voice), Sam Sparks (voice), Tim Lockwood (voice), Earl Devereaux (voice), Manny (voice), Mayor Shelbourne (voice), Steve (voice), Patrick Patrickson (voice), Fran Lockwood (voice), 'Baby' Brent (voice), Cal Devereaux (voice), Joe Towne (voice), Young Flint (voice), Rufus (voice), Regina Devereaux (voice), Weather News Network Producer (voice), Flint's Teacher (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice) (as Gary Hecker), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice), (voice)","Bill Hader, Anna Faris, James Caan, Mr. T, Benjamin Bratt, Bruce Campbell, Neil Patrick Harris, Al Roker, Lauren Graham, Andy Samberg, Bobb'e J. Thompson, Will Forte, Max Neuwirth, Peter Siragusa, Angela Shelton, Neil Flynn, Liz Cackowski, Isabella Acres, Lori Alan, Shane Baumel, Bob Bergen, Cody Cameron, Marsha Clark, John Cygan, Ann Dominic, Paul Eiding, Jess Harnell, Gary A. Hecker, Phil Lord, Sherry Lynn, Danny Mann, Mona Marshall, Mickie McGowan, Christopher Miller, Laraine Newman, Jan Rabson, Grace Rolek, Jeremy Shada, Will Shadley, Melissa Sturm, Ariel Winter"
False,"{'id': 41437, 'name': 'Paranormal Activity Collection', 'poster_path': '/lYXAMmm9XlYmj5Dr4O9diLQVCJS.jpg', 'backdrop_path': '/hZMiAPeINRH0M2X1PBEgn6YdULy.jpg'}",15000,"Horror, Mystery",http://www.paranormalactivity-movie.com/,23827,tt1179904,en,Paranormal Activity,"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.",12.706424,/ns7J1iMSDs5UkEVjMXLPiss7Lrt.jpg,"Blumhouse Productions, Solana Films",United States of America,2007-09-14,193355800.0,86.0,English,Released,What Happens When You Sleep?,Paranormal Activity,False,5.9,1351.0,"haunting, psychic, entity, demonic possession, found footage","Jason Blum, Oren Peli, Oren Peli, Oren Peli, Oren Peli, Oren Peli, Oren Peli, Steven Schneider, Jeanette Brill, Amir Zbeda, Rick Osako","Katie, Micah, The Psychic, Amber, Diane","Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong, Ashley Palmer"
False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",11000000,"Horror, Mystery",http://www.saw6film.com/,22804,tt1233227,en,Saw VI,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",17.360894,/iCVk1uniEoQLXdluUGUXBaAgD1H.jpg,"Lionsgate, Twisted Pictures","Australia, Canada, United Kingdom, United States of America",2009-10-22,68233629.0,90.0,English,Released,The Game Has Come Full Circle,Saw VI,False,6.0,755.0,aftercreditsstinger,"Mark Burg, Gregg Hoffman, Oren Koules, Charlie Clouser, David A. Armstrong, Kevin Greutert, Stephanie Gorin, Patrick Melton, Marcus Dunstan, Alex Kavanagh, Anthony Ianni, Elis Y. Lam","Jigsaw / John, Hoffman, Jill, Erickson, William, Amanda, Harold, Aaron, Agent Perez, Simone, Pamela Jenkins, Eddie, Allen, Addy, Janitor, Debbie, Tara, Brent, Dave, Josh, Gena, Shelby, Emily, Cecil, Sachi, Female Addict, Male Addict, Female Officer, Irate Clinic Woman, Security Guard, Clinic Nurse, Coroner, Newscaster, Corbett Denlon","Tobin Bell, Costas Mandylor, Betsy Russell, Mark Rolston, Peter Outerbridge, Shawnee Smith, George Newbern, James Gilbert, Athena Karkanis, Tanedra Howard, Samantha Lemole, Marty Moreau, Shawn Ahmed, Janelle Hutchison, Gerry Mendicino, Caroline Cave, Shauna MacDonald, Devon Bostick, Darius McCrary, Shawn Mathieson, Melanie Scrofano, Karen Cliche, Larissa Gomes, Billy Otis, Ginger Ruriko Busch, Jon Mack, François Sagat, Jessie Rusu, Tenika Davis, Karl Campbell, Elle Downs, James Van Patten, Dan Duran, Niamh Wilson"
False,"{'id': 87186, 'name': 'The Boondock Saints Collection', 'poster_path': '/u4hp2I1DgWw2ZnkX2VTZDixGP87.jpg', 'backdrop_path': '/kdxXEiS3sDB7pvQapiqiTRbwkKr.jpg'}",8000000,"Action, Thriller, Crime",http://www.sonypictures.com/movies/boondocksaints2/,22821,tt1300851,en,The Boondock Saints II: All Saints Day,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",8.051448,/hjU3caMd9O3h21e5kzJeUOAoy7h.jpg,"Chris Brinker Productions, Stage 6 Films",United States of America,2009-11-24,10629321.0,118.0,"English, Italiano, Español",Released,The Saints Are Calling,The Boondock Saints II: All Saints Day,False,5.8,264.0,"boston, sheep, friendship, sequel, revenge, ireland","Don Carmody, Jeff Danna, Dan Yarhi, Steve Shewchuk, Lloyd Segan, Dennis Davenport, Troy Duffy, Troy Duffy, Troy Duffy, Chris Brinker, Robert N. Fried, Bill DeRonde, Miroslaw Baszak, Georgina Yarhi, Paul Kumpata, Taylor Duffy, Veronica Collins, Paul J. Alessi","Connor MacManus, Murphy MacManus, Poppa Il Duce, Romeo, Eunice Bloom, The Roman, Rick, Concezio Yakavetta, Rocco, Detective Greenly, Detective Duffy, Detective Dolly, Doc, The Chief, Louie, Crew Cut, Jimmy the Gofer, Uncle Cesar, Father McKinney, Irish Gun Dealer, Gorgeous George, Father Sibeal, Jacob McManus, Jo Jo Rhama, Lloyd, Roy, Paul Smecker (uncredited), Massage Therapist, Officer Chaffey, 50's Mafioso, 50's Mafioso, 50's Thug, 50's Thug, 50's Thug, Giant, Cab Driver, Capo, Capo, Capo, Capo, Capo, Capo, Dock Worker, G-Man, Hot Dog Vendor, Mexican Seaman, North Side Bruglione, North Side Bruglione, North Side Bruglione, North Side Bruglione, North Side Bruglione, North Side Bruglione, Police Officer, Patronazzi, Pedestrian, Pedestrian, Reporter #1, Reporter #2, Prison Guard, FBI Agent, Thug in the Woods, Street Interviewee, Street Interviewee, Street Interviewee, Street Interviewee, Street Interviewee","Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr, Julie Benz, Peter Fonda, Paul Johansson, Judd Nelson, David Della Rocco, Bob Marley, Brian Mahoney, David Ferry, Gerard Parkes, Richard Fitzpatrick, Robert Mauriell, Daniel DeSanto, Robb Wells, Pedro Salvín, Dwayne McLean, Tom Barnett, Bob Rubin, Mairtin O'Carrigan, Sweeney MacArthur, Aaron Berg, Joris Jarsky, Zachary Bennett, Willem Dafoe, Erika Bruun-Andersen, Matthew Chaffee, Carlo Berardinucci, Joe Parro, Joseph Di Mambro, Philip Bucceri, Tony Munch, Matthew G. Taylor, Paul De La Rosa, Paulino Nunes, A. Frank Ruffo, Stefano DiMatteo, Marco Bianco, Paul Rapovski, Santino Buda, Jeremy Wright, Darryl Flatman, Darryl Pring, Rolando Alvarez Giacoman, Brad Davis, Ermes Blarasin, Flint Eagle, Brian Frank, Steve 'Shack' Shackleton, Brendan Wall, Shamus Fynes, Louis Di Bianco, Louis Di Bianco, George Nickolas K., Howard Hoover, Joey Amorosino, Mark Stables, Jerry Azzopardi, Brendan Carmody, Scott Savitz, Paul Joyce, John Herman, Kara Apostolica, Kimberly Tuscano"
False,"{'id': 33514, 'name': 'The Twilight Collection', 'poster_path': '/2o4zgGjVryMOPdNqLZWsSPqRkOH.jpg', 'backdrop_path': '/rv5b06YAvmekw0D6Ul2ps9JbH4C.jpg'}",50000000,"Adventure, Fantasy, Drama, Romance",http://www.twilightthemovie.com/,18239,tt1259571,en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",30.121292,/4O6OCHVrXie2Th8asDn5utvlTwC.jpg,"Summit Entertainment, Maverick Films, Imprint Entertainment, Sunswept Entertainment, Temple Hill Entertainment",United States of America,2009-03-15,709827462.0,130.0,"English, Italiano",Released,The Next Chapter Begins.,The Twilight Saga: New Moon,False,5.6,2518.0,"moon, cinema, vampire, werewolf, fang vamp","Javier Aguirresarobe, Alexandre Desplat, Chris Weitz, Karen Rosenfelt, Wyck Godfrey, David Brisbin, Phil Tippett, Marty Bowen, Melissa Rosenberg, Stephenie Meyer, Kerry Kohansky, Sean Cossey, Guy Oseary, Mark Morgan, Greg Mooradian, Bill Bannerman, Rene Haynes, J.J. Makaro, Guido Cerasuolo, Peter Lambert, David Roker, Dottie Starling, Howard R. Campbell, Travis Tohill, Paul Edwards, Atlin Mitchell","Isabella 'Bella' Swan, Edward Cullen, Jacob Black, Charlie Swan, Alice Cullen, Jasper Hale, Carlisle Cullen, Esme Cullen, Emmett Cullen, Rosalie Hale, Laurent Da Revin, Victoria Sutherland, Jessica Stanley, Mike Newton, Angela Weber, Billy Black, Harry Clearwater, Aro Volturi, Caius Volturi, Jane Volturi, Marcus Volturi, Alec Volturi, Eric Yorkie, Quil Ateara, Felix Volturi, Demetri Volturi, Sam Uley, Embry Call, Paul Lahote, Jared Cameron, Emily Young, Gianna, Heidi Volturi, Mr. Berty, Bob Marks, Chet, Marie Higginbotham","Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Ashley Greene, Jackson Rathbone, Peter Facinelli, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Edi Gathegi, Rachelle Lefevre, Anna Kendrick, Michael Welch, Christian Serratos, Gil Birmingham, Graham Greene, Michael Sheen, Jamie Campbell Bower, Dakota Fanning, Christopher Heyerdahl, Cameron Bright, Justin Chon, Tyson Houseman, Daniel Cudmore, Charlie Bewley, Chaske Spencer, Kiowa Gordon, Alex Meraz, Bronson Pelletier, Tinsel Korey, Justine Wachsberger, Noot Seear, Russell Roberts, Adrien Dorval, Michael Adamthwaite, Christina Jastrzembska"
False,"{'id': 282246, 'name': ""Mickey's Upon a Christmas Collection"", 'poster_path': '/q686kA2VPwAAy9n2Fph3I86eyml.jpg', 'backdrop_path': '/vGbr9Zhk191rUd15ABhvyb30o6g.jpg'}",0,"Animation, Family, Comedy",http://movies.disney.com/mickeys-once-upon-a-christmas,15400,tt0238414,en,Mickey's Once Upon a Christmas,"Mickey, Minnie, and their famous friends Goofy, Donald, Daisy and Pluto gather together to reminisce about the love, magic and surprises in three wonder-filled stories of Christmas past.",6.577491,/hPXSWiuYdJXHtcDS5wluYWgZldE.jpg,Walt Disney Television Animation,United States of America,1999-12-07,0.0,66.0,English,Released,,Mickey's Once Upon a Christmas,False,6.7,98.0,"mickey mouse, woman director, christmas","Keith Baxter, Temple Mathews, Elen Orson, Bradley Raymond, Jun Falkenstein, Eddie Guzelian, Carter Crocker, Kurt Anderson, Gabor Csakany, Toby Shelton, Seiki Tamura, Joanna Romersa, Scott Gorden, Marsh Lamore, Thomas Hart, Charlie Cohen, Bill Speers, Troy Quane, O. Henry, Jamie Thomason, James Gallego, Cameron Patrick, Linda Miller, Shinichi Suzuki, Donna Brockopp, Brian Sintay, Kevin McDonagh, Tom Nance, Richard Cray, Blayne Burnside, Gary D. Rogers, Adam Beck, Micki Zurcher, Joe Giampapa, J. Eric Schmidt, J. Eric Schmidt, Dominick Certo, Kenneth Young, Otis Van Osten, Terry Claborn, John C. Hill, Dan Hiland, Ron Goldstein, John Richards, Jason Lethcoe, Michelle Pniewski, Victor Marchetti, Eileen Middleton, Robyne Tsuji, Ian Blum, Rossen Varbanov, Burt Medall, Rick Leon, Lonnie Lloyd, Mark von der Heide, Carolyn Scully, William Dean Howells, Sharon Morrill Robinov, Robert Foster, Theresa Pettenfill, Marty Warner, Jang Gil Kim, Kevin Petrilak, Michele Zurcher, Danilo De Assis, Paro Hozumi, Andrew Ice, Colette Van Mierlo, David Martin, Brian Woods, Derek Carter, Hisashi Wada, Hideaki Kurakawa, Yoshiharu Wakayama, Yoshihiro Tsuji, Yasuo Torii, Yuri Takasaki, Yuko Matsuo, Keiko Tanino, Shizuko Minami, Mike Brooks, Rob Chaplin, Brad Graham, Kent Madden, Andrew Wolf, Brian Coughlan, Ken Nicholls, Shawn Seles, Darren Brereton, Scott Collie, Marvin Estropia, Magnus Hjerpe, John Mahovlich, Wayne Lee Pack, Kevin Micallef, Steve Boeckler, Trevor Deane-Freeman, Danny Kahan, Greg Stainton, Phil Williams, Scott Cameron, Cathy Hsu, Ken Nice, John Capitano, Gary Hunt, Peter Mong, Mei Tsao, Scott Bucsis, Ross Dela Vega, Mel Padolina, Jun Adanan III, Zandro Hipolito, Claro Tuazon, Marlowe Ray Garcia, Romy Garcia, Joey Balderas, Jolan Calibuso, Dante Clemente, Jerome Hiram Co, Noel Domingo, Sandy Ferrarez, Manny Pascual, Elyn Soriano, Denis Tomacruz, Nowell Villano, Valerio Bituya, Darwin Camero, Ricardo Francisco, Romeo Libunao, Francisco Madronio, Richard Mendoza, Ann Lizbeth Nadela, Kenneth Nieva, Rolly Novicio, Ramonchito Talens, Victor Sabala, Mark Redulla, Sherri Stringfellow, Melissa Kuhn, Toni Pezone, Carl Rydlund, Rick Hammel, Charles Rychwalski, Brian F. Mars","Narrator (voice), Mickey Mouse (voice), Minnie Mouse / Huey / Dewey / Louie (voice), Donald Duck (voice), Daisy Duck (voice), Daisy / Aunt Gertie (voice), Uncle Scrooge McDuck (voice), Goofy / Pluto (voice), Dale (voice), Young Max (voice), Pete / Santa (voice), Mortimer (voice), Mr. Anderson (voice), Little Girl (voice), Little Jimmy (voice), Mrs. Anderson (voice), Turkey / Figaro (voice)","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille, Alan Young, Bill Farmer, Corey Burton, Shaun Fleming, Jim Cummings, Jeff Bennett, Gregg Berger, Kylie Dempsey, Taylor Dempsey, Pat Musick, Frank Welker"
